system:index,ID,date,month,system:band_names,system:bands,system:time_start,timeFormat,year,.geo
480,2019-01-01T00:00:00,2019-01-01T00:00:00,1.0,[total_precipitation],<Element>,1546300800000,2019-01-01T00:00,2019.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
481,2019-02-01T00:00:00,2019-02-01T00:00:00,2.0,[total_precipitation],<Element>,1548979200000,2019-02-01T00:00,2019.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
482,2019-03-01T00:00:00,2019-03-01T00:00:00,3.0,[total_precipitation],<Element>,1551398400000,2019-03-01T00:00,2019.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
483,2019-04-01T00:00:00,2019-04-01T00:00:00,4.0,[total_precipitation],<Element>,1554076800000,2019-04-01T00:00,2019.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
484,2019-05-01T00:00:00,2019-05-01T00:00:00,5.0,[total_precipitation],<Element>,1556668800000,2019-05-01T00:00,2019.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
485,2019-06-01T00:00:00,2019-06-01T00:00:00,6.0,[total_precipitation],<Element>,1559347200000,2019-06-01T00:00,2019.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
486,2019-07-01T00:00:00,2019-07-01T00:00:00,7.0,[total_precipitation],<Element>,1561939200000,2019-07-01T00:00,2019.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
487,2019-08-01T00:00:00,2019-08-01T00:00:00,8.0,[total_precipitation],<Element>,1564617600000,2019-08-01T00:00,2019.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
488,2019-09-01T00:00:00,2019-09-01T00:00:00,9.0,[total_precipitation],<Element>,1567296000000,2019-09-01T00:00,2019.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
489,2019-10-01T00:00:00,2019-10-01T00:00:00,10.0,[total_precipitation],<Element>,1569888000000,2019-10-01T00:00,2019.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
490,2019-11-01T00:00:00,2019-11-01T00:00:00,11.0,[total_precipitation],<Element>,1572566400000,2019-11-01T00:00,2019.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
491,2019-12-01T00:00:00,2019-12-01T00:00:00,12.0,[total_precipitation],<Element>,1575158400000,2019-12-01T00:00,2019.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
